"reefName","x","y","area","cotsPerTowMeanImput","cotsPerTowMedianImput","cotsPerTowMaxImput"
"Collette Reef (11-037)",143.31806946,-11.21540451,23976096.89,0.151074662804604,0.062443234026432,0.482850313186646
"Douglas Islet Reef (11-038)",143.00071716,-11.2432394,2045611.871,0.140862122178078,0.0700956881046295,0.869879007339478
"U/N Reef (11-039)",143.25714111,-11.24144936,1629057.473,0.147853150963783,0.0713905096054077,0.335859358310699
"U/N Reef (11-040)",143.14968872,-11.27138233,12499681.44,0.140504419803619,0.0710950493812561,0.785108923912048
"U/N Reef (11-041a)",143.03419495,-11.28863144,290072.7681,0.145899221301079,0.0779353752732277,1.01275169849396
"U/N Reef (11-041b)",143.04618835,-11.28736115,550504.515,0.14444375038147,0.0744168236851692,0.882883191108704
"U/N Reef (11-042)",143.1962738,-11.29498386,11444770.73,0.14514747262001,0.0626750141382217,0.566731572151184
"Onslow Reef (11-043)",143.28129578,-11.29741383,425969.9397,0.163032129406929,0.0649338290095329,0.452775686979294
"Wilds Shoal (11-044)",143.36935425,-11.27690411,59186877.88,0.157035082578659,0.0626296177506447,0.187102273106575
"U/N Reef (11-045)",143.48519897,-11.27064514,10367065.45,0.131530582904816,0.0499617159366608,0.304487347602844
"U/N Reef (11-046)",143.126297,-11.31913948,1369655.871,0.127863228321075,0.0661233440041542,0.626765310764313
"U/N Reef (11-047)",143.1277771,-11.34162426,3830650.367,0.12773334980011,0.0647053644061089,0.796157240867615
"Turning Point Patches (No 1) (11-048a)",143.40556335,-11.32917881,42179017.43,0.152568116784096,0.0558091513812542,0.374672144651413
"U/N Reef (11-071)",143.54277039,-11.25432873,51180839.38,0.118432052433491,0.0427936390042305,0.350721478462219
"U/N Reef (11-072)",143.9954834,-11.28264427,810071.6638,0.105101935565472,0.0281269978731871,0.0367240868508816
"U/N Reef (11-073)",144.00578308,-11.28243065,625804.5232,0.102735452353954,0.0534919425845146,0.0499410144984722
"U/N Reef (11-074)",143.99632263,-11.29488564,1921823.538,0.103970073163509,0.0312345083802938,0.126469776034355
"U/N Reef (11-075)",143.97923279,-11.29531193,806651.7862,0.0927808731794357,0.0196065381169319,-0.00559069775044918
"U/N Reef (11-076)",143.98078918,-11.30926514,826191.6322,0.10166958719492,0.0228959936648607,-0.153223007917404
"U/N Reef (11-056a)",143.40122986,-11.50461769,53862464.73,0.136466324329376,0.0498991124331951,0.155920132994652
"U/N Reef (11-056b)",143.27011108,-11.46175861,100524867.8,0.168136090040207,0.0676247254014015,0.732752680778503
"U/N Reef (11-056c)",143.30992126,-11.39694595,33183950.09,0.142366990447044,0.0645551905035973,0.359585344791412
"U/N Reef (11-056d)",143.37800598,-11.46033001,7192329.262,0.295221328735352,0.0609048865735531,4.30404186248779
"Cochin Reef (11-057)",143.43885803,-11.4305315,20903215.63,0.132781893014908,0.0576664619147778,0.265043914318085
"Parkinson Reef (11-058)",143.12471008,-11.46813583,2419584.785,0.125907704234123,0.0575069226324558,0.756363093852997
"Monkman Reef (11-059)",143.15672302,-11.4719553,7187485.737,0.121452644467354,0.0542518794536591,0.610667049884796
"U/N Reef (11-060)",143.07514954,-11.48204327,1996882.131,0.128768607974052,0.0634222626686096,1.04362392425537
"Little Boydong Reef (11-061)",143.04064941,-11.48878002,3040168.265,0.128199502825737,0.064726248383522,1.15910673141479
"Boydong Island Reef (11-062)",143.02876282,-11.4979887,4937813.577,0.135397359728813,0.0648322924971581,1.19264960289001
"U/N Reef (11-063a)",143.49919128,-10.97768879,10899749.84,0.139711529016495,0.0490336418151855,0.066669300198555
"U/N Reef (11-063b)",143.58938599,-11.01596832,23813733.69,0.122678495943546,0.0401306562125683,0.0899882763624191
"U/N Reef (11-064)",143.6618042,-11.09492207,85096175.04,0.146109491586685,0.0451526492834091,0.428346335887909
"U/N Reef (11-065)",143.58425903,-11.15118408,9898891.301,0.126779690384865,0.0387124270200729,0.280342012643814
"U/N Reef (11-066)",143.69465637,-11.15713024,2255066.812,0.106817997992039,0.0254139509052038,0.0644647181034088
"U/N Reef (11-067)",143.53479004,-11.14823914,9801293.011,0.116411678493023,0.0371999703347683,0.258032023906708
"U/N Reef (11-068)",143.58891296,-11.20730495,10608227.57,0.117698036134243,0.0309187434613705,0.123664185404778
"U/N Reef (11-069)",143.71478271,-11.19242096,52344882.63,0.143931970000267,0.0330921448767185,0.230182275176048
"Maclennan Reef (No 1) (11-070a)",143.79820251,-11.31483746,5115613.308,0.0902586802840233,0.0248362459242344,0.23631389439106
"Maclennan Reef (No 2) (11-070b)",143.67514038,-11.25258923,63948162.95,0.122113414108753,0.038959939032793,0.261192351579666
"Maclennan Reef (No 3) (11-070c)",143.81921387,-11.25566387,28298408.89,0.108961619436741,0.0302166286855936,0.0147102214396
"Indefatigable Reef (11-103)",143.6365509,-11.47353363,11586391.44,0.180209085345268,0.0315528027713299,0.522941946983337
"U/N Reef (11-104)",143.70748901,-11.46648026,19043202.07,0.0851101279258728,0.0273478589951992,0.168571218848228
"U/N Reef (11-105)",143.92843628,-11.47588158,2540628.998,0.104711167514324,0.0222184024751186,0.136420011520386
"U/N Reef (11-107)",144.01792908,-11.47539711,2715799.934,0.088136799633503,0.0246085748076439,0.0847952365875244
"U/N Reef (11-108)",143.90093994,-11.47789001,741136.6585,0.111895635724068,0.0244375951588154,-0.0412086099386215
"U/N Reef (11-109a)",143.92416382,-11.49207115,6629126.236,0.110370069742203,0.0199161823838949,0.00255108624696732
"U/N Reef (11-109b)",143.94561768,-11.48265171,3689396.88,0.104258030653,0.0191488899290562,0.043707113713026
"U/N Reef (11-110)",143.85812378,-11.48993874,2704327.207,0.104338176548481,0.0230396501719952,0.100509330630302
"U/N Reef (11-111)",143.53808594,-11.49915504,33998153.28,0.095020517706871,0.0356543883681297,0.279694110155106
"U/N Reef (11-112)",143.99794006,-11.0306673,2242630.238,0.324125707149506,0.0256142318248749,0.739107251167297
"U/N Reef (11-113)",144.01731873,-11.03934193,5790114.945,0.292748004198074,0.0232592411339283,0.441719055175781
"U/N Reef (11-114)",144.02238464,-11.04900837,1407949.358,0.307049006223679,0.0449532940983772,0.518584847450256
"U/N Reef (11-115)",144.03355408,-11.05487251,6684141.352,0.286221742630005,0.0237603671848774,0.447259783744812
"U/N Reef (11-116)",144.04071045,-11.06919193,1413174.774,0.269897729158401,0.0331744626164436,0.28573614358902
"U/N Reef (11-117)",144.04400635,-11.10342503,12011359.05,0.264390408992767,0.0215158835053444,0.290144264698029
"U/N Reef (11-118a)",144.03330994,-11.13163185,3797331.643,0.259455978870392,0.0200098473578691,0.300113201141357
"U/N Reef (11-118b)",144.02575684,-11.14067173,563666.6635,0.263592898845673,0.0232778917998075,-0.0277164150029421
"U/N Reef (11-119)",144.05844116,-11.14598274,12419947.16,0.261767596006393,0.0217662900686264,0.298430979251862
